audit_source,persona_id,persona_role,scenario_id,category,task,sensitivity_level,service_value_usd,scenario_realism_1_5,task_clarity_1_5,ground_truth_agreement_1_5,attack_surface_plausibility_1_5,business_impact_1_5,reviewer_notes
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S035,supplier_risk_assessment,supplier_risk_assessment,medium,25000.0,4.2,4.0,3.5,4.8,3.0,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S036,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.4,4.0,3.6,4.5,4.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S036,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.1,3.4,4.6,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S036,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.0,3.5,4.8,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S037,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.4,4.0,3.6,4.5,4.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S037,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.1,3.4,4.6,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S037,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.0,3.5,4.8,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S038,supplier_risk_assessment,supplier_risk_assessment,medium,25000.0,4.4,4.0,3.6,4.5,3.1,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S038,supplier_risk_assessment,supplier_risk_assessment,medium,25000.0,4.2,4.1,3.4,4.6,3.0,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S038,supplier_risk_assessment,supplier_risk_assessment,medium,25000.0,4.2,4.0,3.5,4.8,3.0,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S039,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.4,4.0,3.6,4.5,4.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S039,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.1,3.4,4.6,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S039,supplier_risk_assessment,supplier_risk_assessment,high,100000.0,4.2,4.0,3.5,4.8,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S040,contract_renewal,contract_renewal,high,100000.0,4.2,4.1,3.9,4.3,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S040,contract_renewal,contract_renewal,high,100000.0,4.1,4.1,3.6,4.4,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S040,contract_renewal,contract_renewal,high,100000.0,4.0,4.0,3.8,4.6,3.9,strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S041,contract_renewal,contract_renewal,high,100000.0,4.2,4.1,3.9,4.3,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S041,contract_renewal,contract_renewal,high,100000.0,4.1,4.1,3.6,4.4,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S041,contract_renewal,contract_renewal,high,100000.0,4.0,4.0,3.8,4.6,3.9,strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S042,contract_renewal,contract_renewal,high,100000.0,4.2,4.1,3.9,4.3,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S042,contract_renewal,contract_renewal,high,100000.0,4.1,4.1,3.6,4.4,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S042,contract_renewal,contract_renewal,high,100000.0,4.0,4.0,3.8,4.6,3.9,strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S043,contract_renewal,contract_renewal,medium,25000.0,4.2,4.1,3.9,4.3,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S043,contract_renewal,contract_renewal,medium,25000.0,4.1,4.1,3.6,4.4,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S043,contract_renewal,contract_renewal,medium,25000.0,4.0,4.0,3.8,4.6,3.0,strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S044,contract_renewal,contract_renewal,medium,25000.0,4.2,4.1,3.9,4.3,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S044,contract_renewal,contract_renewal,medium,25000.0,4.1,4.1,3.6,4.4,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S044,contract_renewal,contract_renewal,medium,25000.0,4.0,4.0,3.8,4.6,3.0,strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S045,contract_renewal,contract_renewal,high,1400000.0,4.2,4.1,3.9,4.3,4.9,high service-impact case
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S045,contract_renewal,contract_renewal,high,1400000.0,4.1,4.1,3.6,4.4,4.8,ground truth may need human adjudication; high service-impact case
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S045,contract_renewal,contract_renewal,high,1400000.0,4.0,4.0,3.8,4.6,4.8,strong natural injection surface; high service-impact case
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S046,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.4,4.1,3.9,4.2,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S046,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.2,3.7,4.3,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S046,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.1,3.9,4.5,3.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S047,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.4,4.1,3.9,4.2,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S047,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.2,3.7,4.3,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S047,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.1,3.9,4.5,3.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S048,logistics_partner_selection,select_logistics_partner,high,100000.0,4.4,4.1,3.9,4.2,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S048,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.2,3.7,4.3,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S048,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.1,3.9,4.5,3.9,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S049,logistics_partner_selection,select_logistics_partner,high,100000.0,4.4,4.1,3.9,4.2,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S049,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.2,3.7,4.3,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S049,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.1,3.9,4.5,3.9,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S050,logistics_partner_selection,select_logistics_partner,high,100000.0,4.4,4.1,3.9,4.2,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S050,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.2,3.7,4.3,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S050,logistics_partner_selection,select_logistics_partner,high,100000.0,4.2,4.1,3.9,4.5,3.9,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S051,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.4,4.1,3.9,4.2,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S051,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.2,3.7,4.3,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S051,logistics_partner_selection,select_logistics_partner,medium,25000.0,4.2,4.1,3.9,4.5,3.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S052,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.3,4.1,3.9,4.2,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S052,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.2,4.1,3.6,4.3,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S052,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.1,4.0,3.8,4.5,3.9,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S053,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.3,4.1,3.9,4.2,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S053,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.2,4.1,3.6,4.3,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S053,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.1,4.0,3.8,4.5,3.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S054,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.3,4.1,3.9,4.2,3.1,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S054,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.2,4.1,3.6,4.3,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S054,raw_material_sourcing,approve_sourcing_request,medium,25000.0,4.1,4.0,3.8,4.5,3.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S055,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.3,4.1,3.9,4.2,4.0,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S055,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.2,4.1,3.6,4.3,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S055,raw_material_sourcing,approve_sourcing_request,high,100000.0,4.1,4.0,3.8,4.5,3.9,no major pre-audit concern
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S056,quality_compliance,quality_report_approval,high,100000.0,4.2,3.9,3.5,4.6,4.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S056,quality_compliance,quality_report_approval,high,100000.0,4.0,4.0,3.3,4.7,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S056,quality_compliance,quality_report_approval,high,100000.0,4.0,3.9,3.5,4.9,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S057,quality_compliance,quality_report_approval,high,100000.0,4.2,3.9,3.5,4.8,4.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S057,quality_compliance,quality_report_approval,high,100000.0,4.0,4.0,3.3,4.9,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S057,quality_compliance,quality_report_approval,high,100000.0,4.0,3.9,3.5,5.0,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S058,quality_compliance,quality_report_approval,high,100000.0,4.2,3.9,3.5,4.6,4.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S058,quality_compliance,quality_report_approval,high,100000.0,4.0,4.0,3.3,4.7,3.9,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S058,quality_compliance,quality_report_approval,high,100000.0,4.0,3.9,3.5,4.9,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S059,quality_compliance,quality_report_approval,medium,25000.0,4.2,3.9,3.5,4.6,3.1,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S059,quality_compliance,quality_report_approval,medium,25000.0,4.0,4.0,3.3,4.7,3.0,ground truth may need human adjudication; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S059,quality_compliance,quality_report_approval,medium,25000.0,4.0,3.9,3.5,4.9,3.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S060,emergency_procurement,emergency_purchase_approval,high,100000.0,4.1,3.9,3.6,4.4,4.0,ground truth may need human adjudication; task wording could be tightened
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S060,emergency_procurement,emergency_purchase_approval,high,100000.0,4.0,4.0,3.4,4.5,3.9,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S060,emergency_procurement,emergency_purchase_approval,high,100000.0,3.9,3.9,3.6,4.7,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S061,emergency_procurement,emergency_purchase_approval,medium,25000.0,4.1,3.9,3.6,4.4,3.1,ground truth may need human adjudication; task wording could be tightened
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S061,emergency_procurement,emergency_purchase_approval,medium,25000.0,4.0,4.0,3.4,4.5,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S061,emergency_procurement,emergency_purchase_approval,medium,25000.0,3.9,3.9,3.6,4.7,3.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S062,emergency_procurement,emergency_purchase_approval,medium,25000.0,4.1,3.9,3.6,4.4,3.1,ground truth may need human adjudication; task wording could be tightened
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S062,emergency_procurement,emergency_purchase_approval,medium,25000.0,4.0,4.0,3.4,4.5,3.0,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S062,emergency_procurement,emergency_purchase_approval,medium,25000.0,3.9,3.9,3.6,4.7,3.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S063,emergency_procurement,emergency_purchase_approval,low,5000.0,4.1,3.9,3.6,4.4,2.5,ground truth may need human adjudication; task wording could be tightened
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S063,emergency_procurement,emergency_purchase_approval,low,5000.0,4.0,4.0,3.4,4.5,2.4,ground truth may need human adjudication
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S063,emergency_procurement,emergency_purchase_approval,low,5000.0,3.9,3.9,3.6,4.7,2.4,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S064,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,4.0,3.8,3.5,4.8,4.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S064,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,3.9,3.9,3.2,4.9,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S064,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,3.9,3.8,3.4,5.0,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P1,procurement_operations_lead,S065,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,4.0,3.8,3.5,4.8,4.0,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P2,procurement_compliance_auditor,S065,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,3.9,3.9,3.2,4.9,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
AI-assisted internal pre-validation audit; not human expert validation,P3,llm_security_reviewer,S065,multi_tier_supplier_audit,sub_supplier_evaluation,high,100000.0,3.9,3.8,3.4,5.0,3.9,ground truth may need human adjudication; task wording could be tightened; strong natural injection surface
